id,link,content,start_time,end_time,programme_id,programme_date
"tB7u-W0BCKkHyZ2vleHH","http://rtve.es/v/3145759?t=00h35m24s","Cada vez más personas mayores utilizan las nuevas tecnologías. especialmente aquellos que llevan una vida social activa.",2124,2128,3145759,"2015-05-28T15:00:00+00:00"
"dR7u-W0BCKkHyZ2vmOIb","http://rtve.es/v/3145759?t=00h57m12s","Pues ahora mismo creo que son 14 años seguidos jugando cada verano, entonces, en algún momento pues hay que tomar decisión de descansar y mirar la longevidad del jugador.",3432,3436,3145759,"2015-05-28T15:00:00+00:00"
"HB_x-W0BCKkHyZ2vuZ4F","http://rtve.es/v/3142580?t=00h24m43s","La mayoría son trabajadores de la construcción, agricultores, personas mayores o sin hogar.",1483,1487,3142580,"2015-05-26T15:00:00+00:00"
"tx_x-W0BCKkHyZ2vu54g","http://rtve.es/v/3142580?t=00h42m53s","Para rejuvenecer la imagen la policía italiana ha usado los programas de envejecimiento pero al revés; paso a paso ha ido rejuveneciendo a la persona que envolvieron con el sudario quitándole la barba y ajustando su mentón.",2573,2576,3142580,"2015-05-26T15:00:00+00:00"
"IBbG-W0BCKkHyZ2v3gFj","http://rtve.es/v/3140880?t=00h21m55s","""Y el voto joven claramente se ha aglutinado preferentemente, en torno a los partidos emergentes, Podemos y Ciudadanos, mientras que el PSOE y sobre todo el PP ha logrado retener más a las personas mayores, que son las que en medida relativa las que menos han podido padecer la crisis.",1315,1317,3140880,"2015-05-25T15:00:00+00:00"
"YxjT-W0BCKkHyZ2vNcsE","http://rtve.es/v/3132582?t=00h32m43s","-Les ayuda a saber qué es lo que sienten, a verbalizarlo y a saber que pueden hablar de ello con las personas mayores En este colegio dan una clase a la semana para reforzar su inteligencia emocional.",1963,1967,3132582,"2015-05-18T21:00:00+00:00"
"aRjT-W0BCKkHyZ2vNcso","http://rtve.es/v/3132582?t=00h33m29s","El estudio se ha hecho a 450 personas mayores sanas de 67 años.",2009,2015,3132582,"2015-05-18T21:00:00+00:00"
"OxbJ-W0BCKkHyZ2vho_6","http://rtve.es/v/3112849?t=00h33m47s","Un grupo de científicos americanos y chinos, liderados por el español Juan Carlos Izpisúa, aseguran haber dado con una clave genética contra el paso de losaños En un estudio que publica la revista Science, demuestra que las mutaciones genéticas del síndrome de Werner, un trastorno que conduce al envejecimiento, suponen el deterioro de unos determinados paquetes de ADN.",2027,2031,3112849,"2015-05-01T21:00:00+00:00"
"PRbJ-W0BCKkHyZ2vzqD6","http://rtve.es/v/3098784?t=00h07m52s","La licencia para tener una como esta es la misma que se exige para una escopeta, y sólo la pueden tener personas mayores de 18 años.",472,475,3098784,"2015-04-20T15:00:00+00:00"
"tBbL-W0BCKkHyZ2vGPpf","http://rtve.es/v/3095056?t=00h39m18s","Hogares unipersonales, que en el 40%de los casos son personas mayores de 65 años más lugares pequeños.",2358,2360,3095056,"2015-04-17T15:00:00+00:00"
"Bx_y-W0BCKkHyZ2v0uJd","http://rtve.es/v/3090240?t=00h11m09s","En contra, según el Fondo, las reminiscencias de la crisis que aún atenazan las economías, el envejecimiento de la población y una productividad más baja.",669,672,3090240,"2015-04-14T15:00:00+00:00"
"LR_x-W0BCKkHyZ2vW4id","http://rtve.es/v/3079159?t=00h20m52s","Explica que el envejecimiento de la población y una menor productividad ha rebajado las expectativas de crecimiento, tanto en países avanzados como en emergentes.",1252,1256,3079159,"2015-04-07T21:00:00+00:00"
"yB_x-W0BCKkHyZ2vXYhr","http://rtve.es/v/3079159?t=00h39m40s","La población española es cada vez más longeva.",2380,2385,3079159,"2015-04-07T21:00:00+00:00"
"zh_x-W0BCKkHyZ2vXYh8","http://rtve.es/v/3079159?t=00h40m09s","Es el hombre más longevo de España.",2409,2413,3079159,"2015-04-07T21:00:00+00:00"
"0x_x-W0BCKkHyZ2vXYiK","http://rtve.es/v/3079159?t=00h40m29s","El envejecimiento de la población es evidente.",2429,2432,3079159,"2015-04-07T21:00:00+00:00"
"2h_x-W0BCKkHyZ2vXYim","http://rtve.es/v/3079159?t=00h41m06s","Este ratón sufre envejecimiento prematuro.",2466,2469,3079159,"2015-04-07T21:00:00+00:00"
"4B_x-W0BCKkHyZ2vXYi6","http://rtve.es/v/3079159?t=00h41m28s","Al envejecer se fracturan y el organismo no logra reponerlos en su totalidad.",2488,2491,3079159,"2015-04-07T21:00:00+00:00"
"4R_x-W0BCKkHyZ2vXYjF","http://rtve.es/v/3079159?t=00h41m33s","Los investigadores han activado una proteína que renueva los nucleótidos y retrasa así el envejecimiento.",2493,2496,3079159,"2015-04-07T21:00:00+00:00"
"4h_x-W0BCKkHyZ2vXYjI","http://rtve.es/v/3079159?t=00h41m38s","Y vemos que efectivamente, cuando a un ratón que envejece muy rápido le estimulábamos su fabrica de producción de nucleótidos, este ratón envejece menos que lo que normalmente hace.",2498,2501,3079159,"2015-04-07T21:00:00+00:00"
"rxrb-W0BCKkHyZ2vb4A-","http://rtve.es/v/3078866?t=00h39m08s","Dicen los expertos que la longevidad es un logro social.",2348,2352,3078866,"2015-04-07T15:00:00+00:00"
"sxrb-W0BCKkHyZ2vb4BK","http://rtve.es/v/3078866?t=00h39m30s","Mantener activo nuestro cuerpo, nuestra mente, Empezamos a envejecer con 30 años y genéticamente, la especie humana está predeterminada para superar los 90.",2370,2375,3078866,"2015-04-07T15:00:00+00:00"
"thrb-W0BCKkHyZ2vb4BX","http://rtve.es/v/3078866?t=00h40m03s","Envejecer es ley de vida, producto de la degradación de nuestro ADN celular.",2403,2405,3078866,"2015-04-07T15:00:00+00:00"
"txrb-W0BCKkHyZ2vb4Ba","http://rtve.es/v/3078866?t=00h40m08s","Pero aquí, en el Centro Nacional de Investigaciones Oncológicas, han conseguido duplicar la vida de ratones de laboratorio con síndrome de envejecimiento prematuro.",2408,2412,3078866,"2015-04-07T15:00:00+00:00"
"uBrb-W0BCKkHyZ2vb4Bd","http://rtve.es/v/3078866?t=00h40m17s","""Un ratón que envejece prematuramente vive unas 24 semanas, y estos ratones, cuando estimulamos su producción de nucleótidos, viven 54 semanas"".",2417,2421,3078866,"2015-04-07T15:00:00+00:00"
"uxrb-W0BCKkHyZ2vb4Bm","http://rtve.es/v/3078866?t=00h40m34s","Los investigadores descubrieron que activando la proteína rrm2 los ratones producían más nucleótidos, y se retardaba el envejecimiento.",2434,2439,3078866,"2015-04-07T15:00:00+00:00"
"vBrb-W0BCKkHyZ2vb4Bo","http://rtve.es/v/3078866?t=00h40m43s","""Cuando a un ratón que envejece muy rápido le estimulábamos su fábrica de producción de nucleótidos, este ratón envejece menos que lo que normalmente hace"" Se abre así dicen una ventana, de momento teórica y a muy largo plazo, para aliviar los problemas de la edad.",2443,2447,3078866,"2015-04-07T15:00:00+00:00"
"vRrb-W0BCKkHyZ2vb4Bt","http://rtve.es/v/3078866?t=00h40m58s","""El truco no está en vivir más, el truco está en al menos llegar al mismo sitio al que llegamos ahora pero hacerlo más saludable"" Pero no esperen una pócima mágica, el siguiente paso es retardar el envejecimiento de ratones sanos.",2458,2464,3078866,"2015-04-07T15:00:00+00:00"
"6xvh-W0BCKkHyZ2vc9hb","http://rtve.es/v/3073718?t=00h41m15s","Empezó a rodar con el cine mudo y se ha ganado a pulso el título de 'director más longevo' con 90 años de carrera.",2475,2481,3073718,"2015-04-02T21:00:00+00:00"
"qhbH-W0BCKkHyZ2veCDK","http://rtve.es/v/3073525?t=00h42m18s","El director portugués se ganó a pulso el título de 'director más longevo del mundo'. con 90 años de carrera.",2538,2542,3073525,"2015-04-02T15:00:00+00:00"
"KB_w-W0BCKkHyZ2vODzb","http://rtve.es/v/3072230?t=00h27m22s","La persona más longeva del mundo, la japonesa Misao Okawa, ha fallecido hoy a los 117 años.",1642,1646,3072230,"2015-04-01T15:00:00+00:00"
"5xnX-W0BCKkHyZ2vFIvu","http://rtve.es/v/3065558?t=00h44m48s","Estudiaban la PI3kinasa, una proteína que tiene que ver con la longevidad y el cáncer y descubrieron que también tenía efectos en el metabolismo.",2688,2691,3065558,"2015-03-27T15:00:00+00:00"
"2h7t-W0BCKkHyZ2vzrUM","http://rtve.es/v/3053560?t=00h51m26s","Me gusta ayudar a la gente, pero las que más, a un voluntariado para todos también, con personas mayores de Alzheimer de España.",3086,3089,3053560,"2015-03-19T21:00:00+00:00"
"BCD1-W0BCKkHyZ2vJG0I","http://rtve.es/v/3034568?t=00h38m21s","Poco a poco, el uso de internet por parte de las personas mayores se va extendiendo.",2301,2304,3034568,"2015-03-09T15:00:00+00:00"
"0x3p-W0BCKkHyZ2vU6zk","http://rtve.es/v/3032951?t=00h22m26s","En los últimos años han aumentado el número de personas mayores desaparecidas por motivos de desorientación.",1346,1348,3032951,"2015-03-08T21:00:00+00:00"
"sxrZ-W0BCKkHyZ2vtxfA","http://rtve.es/v/3026226?t=00h24m30s","Según un estudio de la Fundación BBVA y el Instituto Valenciano de Investigaciones Económicas, los jóvenes entre 16 y 34 años tendrán más posibilidades laborales por el envejecimiento de la población.",1470,1473,3026226,"2015-03-04T15:00:00+00:00"
"9BjS-W0BCKkHyZ2vUZk5","http://rtve.es/v/3024939?t=00h45m46s","Esta pequeña exposición en el Thyssen rescata algunos de esos autorretratos, nos recibe un Rembrandt que documentó su envejecimiento cuadro a cuadro.",2746,2749,3024939,"2015-03-03T21:00:00+00:00"
"Ixrd-W0BCKkHyZ2vG91-","http://rtve.es/v/3024390?t=00h29m20s","Buscando ideas y aplicaciones que se puedan introducir en Japón, porque también es una sociedad que está envejeciendo bastante.",1760,1763,3024390,"2015-03-03T15:00:00+00:00"
"9h3q-W0BCKkHyZ2vSesT","http://rtve.es/v/3018315?t=00h29m37s","-Sabían que había menores, sabían que había personas mayores que padecen de corazón.",1777,1781,3018315,"2015-02-27T15:00:00+00:00"
"TBrc-W0BCKkHyZ2veL-H","http://rtve.es/v/3016913?t=00h46m13s","Así asaltaron y robaron a 18 personas mayores utilizando la técnica del ""mataleón"", un estrangulamiento que interrumpe casi todo el flujo de la sangre que llega al cerebro, y que provoca que el agredido quede semiinconsciente en el suelo.",2773,2777,3016913,"2015-02-26T21:00:00+00:00"
"6R3o-W0BCKkHyZ2vyoJm","http://rtve.es/v/3014738?t=00h24m51s","Este era Eddy Road cuando fue detenido hace dos años, y este es su aspecto actual, más envejecido y con más peso.",1491,1495,3014738,"2015-02-25T21:00:00+00:00"
"vhvf-W0BCKkHyZ2vXVlm","http://rtve.es/v/3002541?t=00h35m04s","El envejecimiento de la población y el estrés aumenta el número de personas con depresión hasta la epidemia, aseguran los expertos.",2104,2107,3002541,"2015-02-17T15:00:00+00:00"
"OBO7-W0BCKkHyZ2vS9tl","http://rtve.es/v/2998086?t=00h36m23s","Radio Nacional de España cada día emite Radio Gaceta de los Deportes, el programa deportivo más longevo de la radio española.",2183,2187,2998086,"2015-02-13T21:00:00+00:00"
"6BXC-W0BCKkHyZ2vZXAK","http://rtve.es/v/2987382?t=00h02m12s","Los bomberos de Castellón han tenido una iniciativa para intentar reducir esa cifra: instalan detectores de humo de forma gratuita en las casas de personas mayores de 70 años.",132,136,2987382,"2015-02-08T15:00:00+00:00"
"8xK2-W0BCKkHyZ2vV7Jn","http://rtve.es/v/2986013?t=00h06m37s","La peor parte, para las personas mayores.",397,400,2986013,"2015-02-07T16:00:00+00:00"
"lhS9-W0BCKkHyZ2v6Wcj","http://rtve.es/v/2977879?t=00h45m32s","La DGT cree que hay que esperar a que avance el año para sacar conclusiones, pero piensa que este repunte puede deberse al aumento de los desplazamientos por la bajada del precio de la gasolina y al envejecimiento del parque automovilístico.",2732,2735,2977879,"2015-02-02T21:00:00+00:00"
"HRGv-W0BCKkHyZ2vhiO6","http://rtve.es/v/2977424?t=00h23m33s","Tráfico achaca el aumento de los accidentes, entre otras cosas, al envejecimiento de los coches.",1413,1417,2977424,"2015-02-02T15:00:00+00:00"
"JxGv-W0BCKkHyZ2vhiPn","http://rtve.es/v/2977424?t=00h24m17s","Cree que el aumento de este año se debe, sobre todo, a un mayor número de desplazamientos por la bajada de la gasolina y al envejecimiento del parque automovilístico.",1457,1461,2977424,"2015-02-02T15:00:00+00:00"
"QBS--W0BCKkHyZ2vwpoO","http://rtve.es/v/2934974?t=00h32m46s","Con las bajas temperaturas, pasamos más tiempo en casa y las personas mayores suelen ser el colectivo más vulnerable a los incendios en los hogares.",1966,1969,2934974,"2014-12-30T21:00:00+00:00"
"EhXB-W0BCKkHyZ2v1lbF","http://rtve.es/v/2927434?t=00h23m25s","Han venido a almorzar muchas personas en riesgo de exclusión social, pero también personas mayores que viven solas.",1405,1408,2927434,"2014-12-25T15:00:00+00:00"
"UBXE-W0BCKkHyZ2vCt1B","http://rtve.es/v/2923895?t=00h08m46s","Bien vale el Gordo un abrazo como este a Isabel, la clienta más longeva de la administración, 30 años comprando el mismo número, y no le ha tocado.",526,529,2923895,"2014-12-22T21:00:00+00:00"
"WhS8-W0BCKkHyZ2vgh-B","http://rtve.es/v/2894604?t=00h30m23s","Se ven familias con niños y personas mayores disfrutando no sólo de las aguas y no del entorno y la gastronomía.",1823,1829,2894604,"2014-12-07T15:01:00+00:00"
"aBK3-W0BCKkHyZ2vhfro","http://rtve.es/v/2886738?t=00h51m38s","Las dos personas mayores que viven en ella se encontraban en la parte trasera en el momento del derrumbe.",3098,3102,2886738,"2014-12-02T21:00:00+00:00"
"phXB-W0BCKkHyZ2vo0Yb","http://rtve.es/v/2874623?t=00h27m57s","Cuando la vida no sirve, se descarta, como en el caso de enfermos terminales, ancianos abandonados o niños asesinados antes de nacer, denunciaba el papa, que ha animado a una Europa envejecida y reducida a redescubrir su alma buena.",1677,1682,2874623,"2014-11-25T15:00:00+00:00"
"SBCu-W0BCKkHyZ2vPMt5","http://rtve.es/v/2862468?t=00h33m30s","Ante estos datos, muchos se preguntan si estamos preparados para enfrentarnos a una sociedad tan envejecida.",2010,2013,2862468,"2014-11-16T21:00:00+00:00"
"YBCu-W0BCKkHyZ2vI8QV","http://rtve.es/v/2857374?t=00h37m30s","Este centro de personas mayores es gestionado por la Xunta de Galicia, que ya dio por controlado este brote de legionela.",2250,2253,2857374,"2014-11-12T21:00:00+00:00"
"YxO6-W0BCKkHyZ2vJpLP","http://rtve.es/v/2856953?t=00h18m58s","El envejecimiento de la población, la debilidad de la inversión en Alemania y una política energética en solitario son los grandes retos de Alemania, que no debe dar por hecho que las reformas de hace 10 años ya son suficientes.",1138,1141,2856953,"2014-11-12T15:00:00+00:00"
"uRO6-W0BCKkHyZ2vJ5Ld","http://rtve.es/v/2856953?t=00h29m57s","Yo estoy convencido que mi longevidad es debido a esto"" Egoistamente merece la pena probar.",1797,1801,2856953,"2014-11-12T15:00:00+00:00"
"QhK2-W0BCKkHyZ2vOrAA","http://rtve.es/v/2854537?t=00h46m17s","Los investigadores han detenido a los cuatro tripulantes todos de nacionalidad checa y que ya han sido llevados a los juzgados de Las Palmas de Gran Canaria donde el juez les tomará declaración por un delito de tráfico de drogas Las españolas están entre las más longevas del mundo.",2777,2779,2854537,"2014-11-10T21:00:00+00:00"
"UBK2-W0BCKkHyZ2vOrBb","http://rtve.es/v/2854537?t=00h48m43s","Hacer deporte y cuidar la alimentación, también la medicina avanza para responder al envejecimiento.",2923,2928,2854537,"2014-11-10T21:00:00+00:00"
"vBCt-W0BCKkHyZ2viKIV","http://rtve.es/v/2848927?t=00h40m17s","En 35 años la cifra se duplicará por el envejecimiento de la población.",2417,2420,2848927,"2014-11-05T15:00:00+00:00"
"OBCs-W0BCKkHyZ2vkmwi","http://rtve.es/v/2837218?t=00h32m22s","""Hay un importante déficit de inversión que provoca el deterioro y envejecimiento de las infraestructuras en general"" Lo que ha bajado, un año más, es el consumo doméstico, un 10 %. ""Mientras te enjabonas cerrar el agua"" ""Juntar muchas prendas y poner solamente una lavadora al día"" De media cada español gasta 112 litros de agua al día, uno de los consumos, dicen, más bajos de Europa.",1942,1946,2837218,"2014-10-29T15:00:00+00:00"
"SRGy-W0BCKkHyZ2v6exg","http://rtve.es/v/2835080?t=00h30m41s","Este año, por ejemplo, se calcula que vendrán a nuestro país unas 330.000 personas, pero se marcharán 417.000. Menos población y más envejecida, porque además aumenta la esperanza de vida.",1841,1845,2835080,"2014-10-28T15:00:00+00:00"
"GhS8-W0BCKkHyZ2vJgkY","http://rtve.es/v/2800091?t=00h38m52s","-Para la gente joven sí, pero para las personas mayores algunas cosas no sabemos hacer.",2332,2335,2800091,"2014-10-09T15:00:00+00:00"
"8hCs-W0BCKkHyZ2v3X80","http://rtve.es/v/2786434?t=00h43m08s","Seremos el país más envejecido del mundo.",2588,2592,2786434,"2014-10-01T21:00:00+00:00"
"bRO6-W0BCKkHyZ2vCYnZ","http://rtve.es/v/2785936?t=00h31m56s","Detrás de Japón y Corea del Sur seremos el país más envejecido del mundo.",1916,1920,2785936,"2014-10-01T15:00:00+00:00"
"fhO6-W0BCKkHyZ2vCokK","http://rtve.es/v/2785936?t=00h34m07s","""Gracias a la visita y al apoyo de voluntarios y voluntarias, las personas mayores se animan más a a salir a la calle, a participar en actividades"" ""Ya hemos andado más de la mitad del camino"" ""Nos llevan a merendar, nos llevan a algún museo, a la oficina simplemente a ver fotos, y a la sierra en el verano, el fin de semana"" Hasta ahora, sólo estaba permitido a los ciegos, pero desde hoy, en Barcelona, todos podremos acceder al Metro con perros Una medida que llevaban años reclamando los defensores de los animales.",2047,2050,2785936,"2014-10-01T15:00:00+00:00"
"oxK2-W0BCKkHyZ2vB6kY","http://rtve.es/v/2784994?t=00h20m16s","Hoy se celebra el día Internacional de las personas mayores, un sector de la población que va en aumento en España.",1216,1220,2784994,"2014-10-01T08:00:00+00:00"
"pBK2-W0BCKkHyZ2vB6kb","http://rtve.es/v/2784994?t=00h20m22s","Según datos de un informe publicado por la ONG HelpAge Internacional, en el año 2050 la población española será la más envejecida delmundo.",1222,1226,2784994,"2014-10-01T08:00:00+00:00"
"qRK2-W0BCKkHyZ2vB6kq","http://rtve.es/v/2784994?t=00h21m02s","Y precisamente, el mejor país para envejecer del mundo es Noruega, según el ranking de bienestar de HelpAge.",1262,1265,2784994,"2014-10-01T08:00:00+00:00"
"ghK2-W0BCKkHyZ2vCqqS","http://rtve.es/v/2784994?t=00h50m42s","Hoy se celebra el Día Internacional de las Personas Mayores, un sector de la población que va en aumento en España.",3042,3046,2784994,"2014-10-01T08:00:00+00:00"
"gxK2-W0BCKkHyZ2vCqqV","http://rtve.es/v/2784994?t=00h50m48s","Según datos de un informe publicado por la ONG HelpAge Internacional, en el año 2050 la población española será la más envejecida delmundo.",3048,3052,2784994,"2014-10-01T08:00:00+00:00"
"iBK2-W0BCKkHyZ2vCqqm","http://rtve.es/v/2784994?t=00h51m26s","Y precisamente el mejor país para envejecer del mundo es Noruega, según el ranking de bienestar de HelpAge.",3086,3090,2784994,"2014-10-01T08:00:00+00:00"
"nxCs-W0BCKkHyZ2vqnGu","http://rtve.es/v/2763816?t=00h25m03s","De los 18 hospitalizados la mayoría son personas mayores, Elena Santos ¿Cómo se encuentran? de momento espantosa españoles.",1503,1506,2763816,"2014-09-17T15:00:00+00:00"
"7RS8-W0BCKkHyZ2vPw_i","http://rtve.es/v/2744464?t=00h20m08s","La tecnología permite además, cuando el delito se cometió hace tiempo, envejecer al sospechoso.",1208,1210,2744464,"2014-09-07T21:00:00+00:00"
"lRXB-W0BCKkHyZ2vRy7i","http://rtve.es/v/2744214?t=00h23m46s","Gracias a la tecnología además es posible envejecer la cara del delincuente cuando hace tiempo que se cometió el delito y no hay rastro de él.",1426,1429,2744214,"2014-09-07T15:00:00+00:00"
"mBK0-W0BCKkHyZ2v4V5-","http://rtve.es/v/2739516?t=00h53m14s","-La longevidad la resistencia es lo que hace que un programa de radio forme parte de la vida.",3194,3198,2739516,"2014-09-03T15:00:00+00:00"
"ShCs-W0BCKkHyZ2vzHoF","http://rtve.es/v/2736535?t=00h47m57s","El personaje envejece, cada volumen.",2877,2879,2736535,"2014-09-01T21:00:00+00:00"
"thO5-W0BCKkHyZ2vK1Xs","http://rtve.es/v/2735056?t=00h26m07s","Muchas personas mayores acuden al notario para saber cómo gestionar su testamento y sus bienes.",1567,1570,2735056,"2014-08-31T21:00:00+00:00"
"yxO5-W0BCKkHyZ2vLFVD","http://rtve.es/v/2735056?t=00h28m59s","La ONG Solidarios para el Desarrollo pone en contacto a personas mayores solas con estudiantes universitarios.",1739,1742,2735056,"2014-08-31T21:00:00+00:00"
"RxGv-W0BCKkHyZ2vPw13","http://rtve.es/v/2727642?t=00h35m15s","Se recomienda a los grupos de riesgo, niños y personas mayores, que prevengan, posibles riesgos.",2115,2118,2727642,"2014-08-26T14:59:00+00:00"
"_RCu-W0BCKkHyZ2vRM3E","http://rtve.es/v/2723876?t=00h13m27s","El trabajo de los pensionistas es una forma de aliviar la brecha generacional de este país que envejece a marchas forzadas con alivio también de la caja de las pensiones y de ocupar aquellos puestos de trabajo que están esperando una mano de obra cualificada que no llega.",807,811,2723876,"2014-08-23T21:00:00+00:00"
"WBGv-W0BCKkHyZ2vZBkB","http://rtve.es/v/2722612?t=00h33m41s","La clave de esta longevidad podría venir determinada, entre otras causas, por un gen llamado APOB ""apobe"" Lo ha identificado de un grupo de investigadores, la mayoría españoles, ""Nací el 19 de mayo de 1908"" Si hacen las cuentas, comprobarán que Ciriaca tiene ya 106 años.",2021,2025,2722612,"2014-08-22T15:00:00+00:00"
"XxGv-W0BCKkHyZ2vZBkS","http://rtve.es/v/2722612?t=00h34m36s","La longevidad podria venir en su ADN.",2076,2080,2722612,"2014-08-22T15:00:00+00:00"
"bhGx-W0BCKkHyZ2vLHmP","http://rtve.es/v/2713647?t=00h24m14s","Durante fines de semana, puentes o vacaciones, las personas mayores pueden quedarse en una residencia, una experiencia que también para ellos puede ser gratificante.",1454,1458,2713647,"2014-08-16T21:00:00+00:00"
"AxXC-W0BCKkHyZ2vjHsm","http://rtve.es/v/2705419?t=00h21m48s","Los pequeños golpes son más peligrosos en las personas mayores, aunque la mayor parte de los accidentes se producen con jóvenes.",1308,1312,2705419,"2014-08-10T21:00:00+00:00"
"1xCt-W0BCKkHyZ2vn6ig","http://rtve.es/v/2699161?t=00h44m39s","Las personas mayores se suelen caer con frecuencia, y por eso en Barcelona, el Hospital Clínic y la Universidad Politécnica ensayan un sistema que avisa enseguida a los servicios de emergencia de cualquier caída sin que el usuario tenga que hacer nada.",2679,2682,2699161,"2014-08-05T21:00:00+00:00"
"ARK3-W0BCKkHyZ2vffhW","http://rtve.es/v/2698857?t=00h36m57s","El secreto de su longevidad es que ha evolucionado con la tecnología para prácticamente personalizar la circulación de cada cruce, en todas las circunstancias, minuto a minuto.",2217,2219,2698857,"2014-08-05T15:00:00+00:00"
"FRO5-W0BCKkHyZ2v84QY","http://rtve.es/v/2695615?t=00h31m05s","Este fraile ha envejecido ya tiene 120 años pero siempre acierta con el tiempo.",1865,1868,2695615,"2014-08-02T21:00:00+00:00"
"MxO5-W0BCKkHyZ2v84SS","http://rtve.es/v/2695615?t=00h34m38s","""Están constantemente mirándose en el espejo, estaré lo suficientemente moreno o no, se comparan con los demás, se echan muchas cremas hidratantes para no pelarse, incluso autobronceadores"" El riesgo de este trastorno es desarrollar un cáncer de piel, además de sufrir un envejecimiento acelerado, manchas y otro tipo de alteraciones cutáneas ""Yo creo que con los años salen manchas y todo eso"" ""Y hay que protegernos porque hay mucho cáncer de piel y, sobre todo, crema crema crema y los que somos más blancos, más"" Pero si malo es tomar en exceso el sol, también lo es no tomarlo nunca, la tanofobia.",2078,2082,2695615,"2014-08-02T21:00:00+00:00"
"SBXD-W0BCKkHyZ2vG56G","http://rtve.es/v/2695254?t=00h29m39s","La mitad del parque automovilístico está muy envejecido: más de 15 millones de vehículos de más de 10 años circulan por las carreteras españolas.",1779,1782,2695254,"2014-08-02T15:00:00+00:00"
"xBS8-W0BCKkHyZ2vYBgU","http://rtve.es/v/2683495?t=00h37m48s","Hay que hacer encaje de bolillos para que las personas mayores no queden desatendidas.",2268,2272,2683495,"2014-07-26T21:00:00+00:00"
"XBXD-W0BCKkHyZ2vX7Fe","http://rtve.es/v/2679909?t=00h12m32s","Un enquistamiento de los parados que llevan más de 2 años en el paro, un enquistamiento de las personas mayores de 45.",752,757,2679909,"2014-07-24T15:00:00+00:00"
"-hXD-W0BCKkHyZ2vVK3D","http://rtve.es/v/2674754?t=00h37m26s","Son un milagro de longevidad, y hoy nos hemos preguntado dónde está el truco.",2246,2249,2674754,"2014-07-22T15:00:00+00:00"
"kBK1-W0BCKkHyZ2vnIv6","http://rtve.es/v/2668574?t=00h12m41s","Yo creo que ha sido un error de tiro, se trata de milicias mal entrenadas, un poco envejecidas, que han utilizado un arma muy sofisticada de manera incorrecta.",761,764,2668574,"2014-07-18T21:00:00+00:00"
"whS_-W0BCKkHyZ2vYLya","http://rtve.es/v/2667790?t=00h37m53s","El helado se convierte así en fuente de alimento para los pequeños y de hidratación para mayores. las personas mayores pierden la sensacion de sed.",2273,2277,2667790,"2014-07-18T15:00:00+00:00"
"hxK0-W0BCKkHyZ2vAzd0","http://rtve.es/v/2664177?t=00h47m37s","Son drogas particularmente dañinas porque producen un muy rápido deterioro físico, porque producen un envejecimiento acelerado, porque producen trastornos psíquicos, en ocasiones paranoias.",2857,2860,2664177,"2014-07-16T21:00:00+00:00"
"RxGy-W0BCKkHyZ2vSsij","http://rtve.es/v/2663816?t=00h17m27s","Todas somos personas mayores, algunos con bastón o cosas para caminar y no es fácil llegar al sitio protegido.",1047,1050,2663816,"2014-07-16T15:00:00+00:00"
"phCt-W0BCKkHyZ2vOIzv","http://rtve.es/v/2661680?t=00h30m44s","""La vida es así y la tendremos que llevar lo mejor posible"" A las personas mayores y a los niños el calor les afecta mucho más.",1844,1848,2661680,"2014-07-15T14:59:00+00:00"
"BRXC-W0BCKkHyZ2vYHC6","http://rtve.es/v/2660380?t=00h43m23s","Antes la plantilla estaba más envejecida, y detectar los mecanismos que provocan la desigualdad.",2603,2606,2660380,"2014-07-14T21:00:00+00:00"
"BhXC-W0BCKkHyZ2vYHC-","http://rtve.es/v/2660380?t=00h43m27s","Antes la plantilla estaba más envejecida, y la gente que había trabajando era el típico padre de familia, y probablemente sus mujeres no trabajaban, y ahora la gente que está entrando son hombres y mujeres que quieren trabajar por igual.",2607,2609,2660380,"2014-07-14T21:00:00+00:00"
"VxXE-W0BCKkHyZ2vIOGK","http://rtve.es/v/2645378?t=01h02m58s","Reparto de comida, ayudas para personas mayores, desempleadas.",3778,3780,2645378,"2014-07-04T21:00:00+00:00"
"qxO6-W0BCKkHyZ2vRZso","http://rtve.es/v/2637759?t=00h28m37s","La Policía no descarta que haya más personas mayores, supuestamente estafadas por estos empleados de banca.",1717,1720,2637759,"2014-06-29T21:00:00+00:00"
"axCt-W0BCKkHyZ2vRY9k","http://rtve.es/v/2637602?t=00h09m51s","Pero según las empresas de trabajo temporal cada vez hay más personas mayores de 30 años con formación alta y parados de larga duración.",591,594,2637602,"2014-06-29T15:00:00+00:00"
"NhCu-W0BCKkHyZ2vtO5_","http://rtve.es/v/2636887?t=00h24m21s","Protección Civil insiste en las recomendaciones, especialmente para las personas mayores.",1461,1464,2636887,"2014-06-28T21:00:00+00:00"
"hBK0-W0BCKkHyZ2vyFic","http://rtve.es/v/2634094?t=00h35m13s","Su directora achaca este aumento al mayor consumo de cannabis entre los conductores y al envejecimiento del parque móvil.",2113,2115,2634094,"2014-06-26T21:00:00+00:00"
"wxGv-W0BCKkHyZ2v8zJc","http://rtve.es/v/2633598?t=00h30m31s","Según la DGT, una de las causas de los siniestros está en el envejecimiento del parque móvil.",1831,1834,2633598,"2014-06-26T15:00:00+00:00"
